experiment_id,experiment,claim_id,subject_type,subject,relation,object_type,object,evidence_quote,source_section,source_file,page_or_xml_id,human_decision,human_reason
SHARED,Shared,C001,lnp_formulation,MC3 LNP,has_component,lnp_component,MC3,D-Lin-MC3-DMA (MC3)-based LNPs,Introduction,data/raw/fulltext/oa_packages/PMC11617921/main.nxml,p0025,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C008,lnp_formulation,MC3 LNP,carries_payload,payload,Cas9 mRNA,The NSGHAsgRNA was encapsulated with Cas9 Evaluation of in vivo gene editing of mutant F8 in HemA NSG mRNA into MC3 LNP and intravenously injected into NSG HemA mouse model mice at a dosage of 4 mg/kg of Cas9/sgRNA LNP.,Supplement page 5,data/raw/fulltext/oa_packages/PMC11617921/mmc2.pdf,5,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C009,lnp_formulation,MC3 LNP,carries_payload,payload,NSGHAsgRNA,The NSGHAsgRNA was encapsulated with Cas9 Evaluation of in vivo gene editing of mutant F8 in HemA NSG mRNA into MC3 LNP and intravenously injected into NSG HemA mouse model mice at a dosage of 4 mg/kg of Cas9/sgRNA LNP.,Supplement page 5,data/raw/fulltext/oa_packages/PMC11617921/mmc2.pdf,5,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C016,biological_model,NSG HemA mice,has_species,species,mice,The NSGHAsgRNA was encapsulated with Cas9 Evaluation of in vivo gene editing of mutant F8 in HemA NSG mRNA into MC3 LNP and intravenously injected into NSG HemA mouse model mice at a dosage of 4 mg/kg of Cas9/sgRNA LNP.,Supplement page 5,data/raw/fulltext/oa_packages/PMC11617921/mmc2.pdf,5,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C022,endpoint,FVIII activity,has_outcome_value,outcome_value,3.30% ± 0.68% of FVIII activity,"Post-treatment, It was previously demonstrated in our lab that following hydrody- FVIII activity was measured by aPTT, and our results indicated namic injection of plasmid DNA, transfection occurred predomi- that the treated mice generated an average of 3.30% ± 0.68% of nantly in hepatocytes; however, lower transgene expression was FVIII activity over a span of 26 weeks (Figure 5A).",Supplement page 5,data/raw/fulltext/oa_packages/PMC11617921/mmc2.pdf,5,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C023,endpoint,FVIII activity,has_timepoint,timepoint,over a span of 26 weeks,over a span of 26 weeks,Supplement page 5,data/raw/fulltext/oa_packages/PMC11617921/mmc2.pdf,5,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C033,endpoint,gene editing rate in total liver cells,has_outcome_value,outcome_value,52.7% in total liver cells,"Following injection, Cas9/NSGHAsgRNA LNP resulted in a gene editing rate of about we euthanized the treated mice and extracted genomic DNA 52.7% in total liver cells.",Supplement page 5,data/raw/fulltext/oa_packages/PMC11617921/mmc2.pdf,5,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C036,endpoint,gene editing rate in LSECs,has_outcome_value,outcome_value,16.50% ± 2.96%,LSECs showed gene editing rates of approximately 16.50% ± 2.96%,Results > Sustained expression of mouse FVIII following Cas9/sgRNA LNP injection,data/raw/fulltext/gold_v1/xml/candidate_00168_PMC11617921.xml,p0060,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C039,endpoint,gene editing rate in hepatocytes,has_outcome_value,outcome_value,60.54% ± 11.65%,60.54% ± 11.65%,Results > Sustained expression of mouse FVIII following Cas9/sgRNA LNP injection,data/raw/fulltext/gold_v1/xml/candidate_00168_PMC11617921.xml,p0060,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C041,assay,NGS analysis,measures_endpoint,endpoint,indel variants at five top predicted potential off-target sites,using next generation sequencing (NGS) analysis,Results > Sustained expression of mouse FVIII following Cas9/sgRNA LNP injection,data/raw/fulltext/gold_v1/xml/candidate_00168_PMC11617921.xml,p0060,,
GP-006-E01,In vivo CRISPR-Cas9 mRNA LNP gene editing of mutant F8 in NSG HemA mice,C042,endpoint,indel variants at five top predicted potential off-target sites,has_outcome_value,outcome_value,No indel variants were found at five top predicted potential off-target sites,No indel variants were found at five top predicted potential off-target sites,Results > Sustained expression of mouse FVIII following Cas9/sgRNA LNP injection,data/raw/fulltext/gold_v1/xml/candidate_00168_PMC11617921.xml,p0060,,
